Whisky,0
Gin,0
Brandy,0
White Rum,0
Dark Rum,1
Angostura,0
Red Vermouth,0
Mint,0
Lemon,0
Lime,0
Soda water,0
Campari,0
Tonic,0
Ginger Ale,1
White Vermouth,0
Triple Sec,0
Vodka,0
Tequila Blanco,1
Orange Juice,1
Grenadine,0
Apricot brandy,1
Champagne,0
Apricot liqueur,0
